name;price;expiration
Cheese - Brie Roitelet #();$188.37;1/15/2023
Wine - White, Chardonnay #(560223842707025044);$151.99;
Bouq All Italian - Primerba #(１２３);$195.88;1/25/2023
Savory #();$39.16;1/28/2023
Soup - Chicken And Wild Rice #();$185.75;3/6/2023
Instant Coffee #(6381037712032265);$8.54;3/4/2023
;$80.59;1/27/2023
Cinnamon Rolls #(3560454478974780);$174.64;
;$88.65;2/24/2023
Potato - Sweet #(3547413638056191);$72.10;2/21/2023
Schnappes - Peach, Walkers #(3547937876741460);$164.41;12/23/2022
Ecolab - Ster Bac #(5602241084717397);$161.86;3/7/2023
Bag - Bread, White, Plain #(3549054635961195);$122.16;2/17/2023
Wine - White, Colubia Cresh #(6762990155591274918);$131.09;1/9/2023
Lamb - Sausage Casings #(3539953267824161);$84.26;11/24/2022
;$52.25;1/7/2023
Wine - Tribal Sauvignon #(56022183741035190);$70.78;2/10/2023
Chocolate - Chips Compound #();$156.87;2/3/2023
Artichoke - Bottom, Canned #(3553276186779535);$198.03;2/20/2023
Chip - Potato Dill Pickle #(3575416291102553);$191.97;3/11/2023
Appetizer - Seafood Assortment #(0604583600344324);$87.42;1/2/2023
The Pop Shoppe - Root Beer #();$131.15;2/5/2023
Table Cloth 62x120 White #(6759788249908788116);$27.63;12/3/2022
Tea - Herbal - 6 Asst #(6331104738701793);$50.89;3/17/2023
Vodka - Lemon, Absolut #(5018952792691270919);$91.13;12/27/2022
Potatoes - Idaho 100 Count #(6334283733673876729);$75.22;1/7/2023
Extract - Rum #(3530505537751225);$5.07;1/8/2023
Bag - Bread, White, Plain #(3549054635961195);$122.16;2/17/2023
Gatorade - Xfactor Berry #(56022135138416235);$27.41;1/14/2023
Guinea Fowl #(30271902410415);$70.57;2/28/2023
Tea - Earl Grey #();$130.74;2/27/2023
Pork - Chop, Frenched #(3567149820773848);$86.71;3/10/2023
Steam Pan - Half Size Deep #(30040699211918);$54.89;12/20/2022
Banana - Green #(5473754032463795);$94.56;2/12/2023
Appetizer - Shrimp Puff #(5602227667292072);$10.56;3/8/2023
Cranberry Foccacia #(3530168610529768);$109.83;1/2/2023
Zucchini - Mini, Green #(5010120257342959);$61.77;11/27/2022
Bar Nature Valley #(3556288378017894);$12.00;1/26/2023
Juice - Tomato, 10 Oz #(30582044901222);$96.10;2/16/2023
Wine - Mas Chicet Rose, Vintage #(3535028024767906);$34.37;1/30/2023
Lamb - Ground #(3541213365678134);$0.71;11/30/2022
Pickerel - Fillets #(4905554319496135203);$86.49;11/29/2022
Glycerine #(4405260617672467);$38.29;2/13/2023
Versatainer Nc - 888 #(❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙);$47.74;12/17/2022
Cactus Pads #();$192.45;2/19/2023
Juice - Orange, Concentrate #(5536210755078042);$194.08;12/10/2022
Coffee - Ristretto Coffee Capsule #(3547875144677688);$120.87;3/15/2023
Bread - Bistro White #(6334177978558377);$160.81;2/5/2023
Island Oasis - Banana Daiquiri #(374288187309546);$60.28;3/7/2023
Apple - Delicious, Golden #(3580069913557366);$128.21;12/15/2022
Wine - Niagara Peninsula Vqa #(👩🏽);$135.23;2/26/2023
Catfish - Fillets #(3540190251484598);$22.06;1/28/2023
Sprouts - Corn #(3562591565710698);$152.09;12/13/2022
Pepper - White, Whole #(30286891934621);$72.39;3/2/2023
Table Cloth 54x72 White #(3571054985912518);$36.15;1/25/2023
Seaweed Green Sheets #();$171.21;2/12/2023
Longos - Chicken Curried #(3551954644106945);$24.53;12/6/2022
Olives - Kalamata #(670663142207435239);$141.27;12/31/2022
Shiro Miso #(3576086047975674);$56.51;2/5/2023
Tea - Lemon Green Tea #(5602243902243150);$3.40;1/12/2023
Piping - Bags Quizna #(3567000086130753);$13.12;3/6/2023
Pastry - Cherry Danish - Mini #(﻿);$127.95;1/16/2023
Wine - Red, Gamay Noir #(58932979151027741);$145.37;2/26/2023
Wine - Cabernet Sauvignon #(3556349662196016);$103.02;2/26/2023
Higashimaru Usukuchi Soy #(5213582486235863);$82.93;12/23/2022
Juice - Lime #();$140.74;1/14/2023
Appetizer - Shrimp Puff #(5602227667292072);$10.56;3/8/2023
Veal - Brisket, Provimi,bnls #(50387643596770078);$188.15;12/15/2022
Eel - Smoked #(₀₁₂);;2/1/2023
Chocolate Eclairs #(`⁄€‹›ﬁﬂ‡°·‚—±);$100.20;3/17/2023
Nut - Peanut, Roasted #(4936223192998693417);$88.65;12/21/2022
Squash - Sunburst #(5589534588642773);$76.90;2/16/2023
Ginger - Crystalized #(5602210067636201769);$162.82;3/13/2023
Alize Gold Passion #(3586695264089064);$165.35;3/17/2023
Higashimaru Usukuchi Soy #(5213582486235863);$82.93;12/23/2022
Cheese - Mozzarella #(3535839022168578);$110.41;2/15/2023
Ginger - Pickled #(5449869740696220);$165.04;1/26/2023
Coffee Swiss Choc Almond #(6304490701987482);$144.57;1/2/2023
Sauce - Hp #(3572143017395302);$150.07;2/26/2023
Table Cloth 54x72 Colour #(6304928065296628);$170.69;12/18/2022
Table Cloth 81x81 Colour #(630409649051548274);$58.77;12/20/2022
Liners - Banana, Paper #(3574091552943267);$77.47;3/7/2023
Plums - Red #(3535368879764909);$114.41;3/12/2023
Sugar Thermometer #(501811570978546875);$91.34;2/21/2023
Tomato - Green #(1.00);$126.82;2/24/2023
Grand Marnier #(6382774967471322);$104.07;3/14/2023
Pasta - Penne, Rigate, Dry #(3575059130755692);$114.66;2/14/2023
Juice - Tomato, 10 Oz #(30582044901222);$96.10;2/16/2023
Cod - Fillets #(3578629796251926);$5.96;3/17/2023
Crush - Orange, 355ml #(3570481785868460);$157.24;1/21/2023
Juice - Orange, Concentrate #(5536210755078042);$194.08;12/10/2022
Tart - Raisin And Pecan #(561059827304746404);$43.85;12/27/2022
;$49.90;2/9/2023
"Sauce - Mint #(1;DROP TABLE users)";$40.89;12/15/2022
Steampan - Foil #(67060015622908642);$25.24;2/28/2023
Salmon - Smoked, Sliced #(5020792694463935242);$5.89;1/6/2023
Puree - Mocha #(1E2);$1.77;3/4/2023
Trout - Rainbow, Frozen #(67610692805765893);$94.67;3/1/2023
Vaccum Bag 10x13 #(201716179036858);$117.45;1/26/2023
Seedlings - Clamshell #(3537749437096140);$175.50;2/12/2023
Kale - Red #(3566923651508528);$108.80;1/14/2023
Milk - Homo #(3580055653395414);$51.11;2/6/2023
Nut - Peanut, Roasted #(4936223192998693417);$88.65;12/21/2022
Shiro Miso #(3576086047975674);$56.51;2/5/2023
Mousse - Mango #();$140.86;1/7/2023
Flower - Commercial Bronze #(3576176023906064);$33.59;1/30/2023
Cheese - Camembert #();$172.74;12/18/2022
Steam Pan - Half Size Deep #(30040699211918);$54.89;12/20/2022
Pail - 4l White, With Handle #(3529783687881893);$0.65;3/5/2023
Cheese - St. Andre #(울란바토르);$85.95;11/24/2022
Dried Figs #(NULL);$57.68;3/5/2023
Wine - White, Ej #(4936293856676685508);$109.57;12/26/2022
Wine - Clavet Saint Emilion #(4911065633436224657);$134.72;
Wine - Tio Pepe Sherry Fino #(5100170646924653);$110.13;2/1/2023
Appetizer - Sausage Rolls #(3541956167859944);$117.00;2/13/2023
Sugar Thermometer #(501811570978546875);$91.34;2/21/2023
Sauce - Roasted Red Pepper #(3539765788931626);$33.18;2/17/2023
Star Fruit #();;1/19/2023
Shiro Miso #(3576086047975674);$56.51;2/5/2023
Lamb - Ground #(3541213365678134);$0.71;11/30/2022
Mousse - Mango #();$140.86;1/7/2023
Dehydrated Kelp Kombo #(0.00);$76.75;
Ginger - Pickled #(5449869740696220);$165.04;1/26/2023
Beer - Sleemans Honey Brown #(3547477542419605);$140.85;3/13/2023
Cookie - Oreo 100x2 #(3536997332582869);$134.99;11/25/2022
Salt - Sea #(3542419646126186);$22.25;3/13/2023
Potatoes - Idaho 100 Count #(6334283733673876729);$75.22;1/7/2023
Beer - Paulaner Hefeweisse #(3586829716453103);$169.89;1/19/2023
Food Colouring - Red #(4017951930500571);$30.94;1/28/2023
Water - Evian 355 Ml #(201777459636650);$34.93;2/15/2023
Spice - Greek 1 Step #(3562208122780656);$120.17;12/3/2022
Wine - Tio Pepe Sherry Fino #(5100170646924653);$110.13;2/1/2023
Orange - Tangerine #(3586531823587720);$139.19;2/18/2023
Pomello #(3572363264085931);$86.46;3/15/2023
Lobster - Tail 6 Oz #(5893947959954097438);$97.12;1/21/2023
Napkin - Dinner, White #(5602245781771961);$67.96;12/3/2022
Juice - Pineapple, 48 Oz #(30261657123164);$90.83;1/16/2023
Dawn Professionl Pot And Pan #(374283781373907);$82.60;1/13/2023
Mace #(,。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’);$62.68;2/15/2023
Veal - Brisket, Provimi,bnls #(346520897125860);$32.28;1/15/2023
Dried Figs #(NULL);$57.68;3/5/2023
Food Colouring - Red #(3566917192602717);$96.04;12/12/2022
Chocolate Eclairs #(˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥);$46.32;2/3/2023
French Pastry - Mini Chocolate #(201939685816858);$154.27;2/7/2023
Olives - Kalamata #(670663142207435239);$141.27;12/31/2022
Juice - Lemon #(3554716812250368);$51.02;2/25/2023
Beef Wellington #(6385013949040393);$22.48;2/15/2023
Milk - 2% #(3579708670816068);$68.70;12/9/2022
English Muffin #();$76.49;12/17/2022
Sauce - Soya, Dark #(4936212140443419);$144.13;2/4/2023
Coffee Swiss Choc Almond #(4017955792220442);$63.42;2/5/2023
Onions - Pearl #(4017955132616648);$10.77;12/7/2022
Glycerine #(4405260617672467);$38.29;2/13/2023
Onions - Dried, Chopped #(490328050996579549);$68.99;12/14/2022
Wine - Hardys Bankside Shiraz #(3566315255886659);$119.14;2/3/2023
Beef - Ground Medium #(3557406812631588);$69.06;1/25/2023
Cheese - Ricotta #(0.00);$14.99;1/13/2023
Pomello #(3572363264085931);$86.46;3/15/2023
Doilies - 7, Paper #(⁦test⁧);$120.78;2/7/2023
Coriander - Ground #(3536978218035784);;2/23/2023
Bread - Italian Sesame Poly #(3549206151454522);$178.11;2/10/2023
Sprite, Diet - 355ml #(4903719830503257845);$189.12;12/6/2022
Nescafe - Frothy French Vanilla #(3568219822268250);$70.50;11/23/2022
Wine - Magnotta - Bel Paese White #(3566443546465180);$61.23;3/10/2023
Nantucket - 518ml #(3533128490108148);$144.71;2/5/2023
;$126.73;3/5/2023
Wine - Two Oceans Cabernet #();$29.66;12/3/2022
Chip - Potato Dill Pickle #(3575416291102553);$191.97;3/11/2023
Sugar - White Packet #(560225146924529657);$119.54;3/17/2023
Yeast - Fresh, Fleischman #();$104.76;3/12/2023
Tea - Earl Grey #();$130.74;2/27/2023
Lettuce - Radicchio #(3562568176534055);$64.51;1/9/2023
Coffee Swiss Choc Almond #(3545268367876454);$125.66;1/27/2023
Artichoke - Fresh #(3532413238812461);$0.84;3/12/2023
Cookies - Englishbay Oatmeal #(3569994714384170);$139.71;1/24/2023
Juice - Lime #();$140.74;1/14/2023
Wine - Stoneliegh Sauvignon #(3570862226216312);$28.73;1/29/2023
Rosemary - Dry #(3562859601808663);$62.35;2/20/2023
Sauce - Mint #(5466978725072196);$187.46;3/12/2023
Glaze - Apricot #(56022255155929413);$169.49;2/8/2023
Chocolate Eclairs #(`⁄€‹›ﬁﬂ‡°·‚—±);$100.20;3/17/2023
Steam Pan - Half Size Deep #(3566776124727194);$195.88;1/25/2023
Oven Mitt - 13 Inch #();$70.51;2/19/2023
Coffee Guatemala Dark #();$9.80;2/13/2023
Honey - Comb #(201585053617202);$60.15;1/15/2023
Potato - Sweet #(3547413638056191);$72.10;2/21/2023
Cookie Dough - Chunky #(3534488839201379);$186.57;2/4/2023
Lotus Root #(3584232312870022);$47.41;1/12/2023
Pasta - Bauletti, Chicken White #(3530203798552686);$43.74;3/16/2023
Liquid Aminios Acid - Braggs #(341548841806694);;1/20/2023
Tart Shells - Barquettes, Savory #(5602232301935579615);$72.06;1/10/2023
Tomato - Green #(4917759028395791);$152.59;12/1/2022
Dehydrated Kelp Kombo #(0.00);$76.75;
Milk - Buttermilk #(5100149103306075);$65.25;3/3/2023
Beer - Upper Canada Light #(4041375760085539);$181.85;2/11/2023
;$71.40;2/21/2023
Fork - Plastic #(3581083527644527);$39.20;1/16/2023
Glucose #(4936417142155479);$123.62;2/19/2023
Sprouts - Alfalfa #(5100137000608263);$184.93;3/7/2023
Cheese - Parmigiano Reggiano #(201967283912092);$140.00;12/25/2022
Bread - Bistro Sour #(5038438286045858);$131.10;12/4/2022
Veal - Leg #(3551607192632684);$186.02;1/29/2023
;$32.11;12/29/2022
Sauce - Apple, Unsweetened #(3579615292681871);$59.78;12/4/2022
Juice - Pineapple, 48 Oz #(30261657123164);$90.83;1/16/2023
Cake - Lemon Chiffon #(5100178633158391);$51.82;2/15/2023
Cheese - Mozzarella #(3535839022168578);$110.41;2/15/2023
Fish - Soup Base, Bouillon #(3572016901803385);$192.29;12/1/2022
Chocolate Bar - Oh Henry #(⁰⁴⁵₀₁₂);$160.39;11/30/2022
Beef - Rib Roast, Capless #(5420035593355172);$13.44;12/18/2022
Cleaner - Comet #(,。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’);$191.80;2/13/2023
Garbage Bag - Clear #(5168997048816551);$30.78;1/29/2023
Baking Soda #(3569335189487926);$139.60;1/19/2023
Cauliflower #();$163.26;2/26/2023
Salmon - Atlantic, No Skin #(😍);$130.87;2/8/2023
Chocolate Eclairs #(3553648577537286);$84.19;12/22/2022
;$91.02;1/26/2023
Grenadillo #(5602235316767840);$138.70;1/31/2023
Coke - Diet, 355 Ml #(676718916474125819);$82.68;11/28/2022
Pork - Loin, Bone - In #(374283595607714);$102.45;2/25/2023
Chocolate Bar - Oh Henry #(⁰⁴⁵₀₁₂);$160.39;11/30/2022
Tea - Lemon Scented #(3538871831369581);$145.88;
Sugar - White Packet #(560225146924529657);$119.54;3/17/2023
Sauce - Black Current, Dry Mix #(337941420985565);$130.89;12/16/2022
The Pop Shoppe - Lime Rickey #(3583747710786398);$138.31;3/15/2023
Cake Circle, Foil, Scallop #(5602229199767910);$100.04;3/15/2023
Ham - Cooked Bayonne Tinned #(4508083634117928);$90.70;11/29/2022
"Red Snapper - Fresh, Whole #('""')";$44.90;2/14/2023
Lime Cordial - Roses #(6706516655990140);$181.26;2/26/2023
Vol Au Vents #(6399179547003374);$189.96;1/14/2023
Pate - Cognac #(30409738116844);$66.34;1/26/2023
Bread - Olive #(30384890413562);$148.09;1/12/2023
Jolt Cola - Red Eye #(5038874775927224);$146.64;2/5/2023
Pizza Pizza Dough #(3583184359171577);$7.62;11/29/2022
Dried Figs #(NULL);$57.68;3/5/2023
Chocolate Eclairs #(˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥);$46.32;2/3/2023
Flour - Bran, Red #(3535846325880866);$68.00;1/24/2023
Chilli Paste, Sambal Oelek #(675940107111335365);$1.15;2/17/2023
;$126.73;3/5/2023
Icecream Bar - Del Monte #(5108751042552719);$88.61;2/10/2023
Savory #();$39.16;1/28/2023
Appetizer - Seafood Assortment #(0604583600344324);$87.42;1/2/2023
Beer - Upper Canada Light #(3546482888838187);$63.95;3/2/2023
Pomello #(3572363264085931);$86.46;3/15/2023
Asparagus - White, Canned #(4905464952861124);$135.26;1/21/2023
Wine - Sicilia Igt Nero Avola #(3583872103840626);$61.15;1/4/2023
Mushroom - Chanterelle Frozen #(30546201394372);$127.06;12/31/2022
Plums - Red #();$178.08;3/9/2023
"Sauce - Mint #(1;DROP TABLE users)";$40.89;12/15/2022
Catfish - Fillets #(3540190251484598);$22.06;1/28/2023
Chocolate Eclairs #(3553648577537286);$84.19;12/22/2022
Foam Dinner Plate #(3560249637669937);$165.12;12/6/2022
Tomato Paste #(5641824190935902725);$13.59;1/11/2023
Pate - Liver #(3548689677891155);$34.13;12/30/2022
Champagne - Brights, Dry #(30385528353849);$164.99;1/25/2023
Nori Sea Weed - Gold Label #(3562782865224767);$172.74;1/15/2023
Chinese Foods - Pepper Beef #(3533583976960984);$179.39;3/9/2023
Tequila Rose Cream Liquor #(3569676520923172);$191.52;2/7/2023
Beer - Paulaner Hefeweisse #(3586829716453103);$169.89;1/19/2023
Scallops - In Shell #(הָיְתָהtestالصفحات التّحول);$71.61;2/2/2023
Sausage - Chorizo #(337941369919690);$33.48;1/8/2023
Pernod #(5602253498344064);$28.48;12/23/2022
Tea - Lemon Green Tea #(5602243902243150);$3.40;1/12/2023
;$75.33;12/11/2022
Pepper Squash #(4405983361686389);$185.40;2/7/2023
Beef - Tongue, Cooked #();$111.50;1/5/2023
Wine - Two Oceans Cabernet #();$155.02;12/14/2022
Tomato Paste #(3533306764986379);$123.28;12/17/2022
Wine - Niagara Peninsula Vqa #(👩🏽);$135.23;2/26/2023
Lobster - Tail 6 Oz #(5893947959954097438);$97.12;1/21/2023
Corn - Cream, Canned #(372301774184297);$155.47;12/16/2022
Lid - 10,12,16 Oz #(6762402289953897578);$85.55;
Mushroom - Shitake, Dry #(6759651963150743);$190.63;1/3/2023
Steampan - Foil #(67060015622908642);$25.24;2/28/2023
Pork - Belly Fresh #(4966286099724);$181.54;3/4/2023
Cinnamon Rolls #(3560454478974780);$174.64;
Soup - Campbells - Chicken Noodle #(3571356051501475);$135.41;11/27/2022
Oil - Food, Lacquer Spray #(4911200299340592);$172.34;12/2/2022
Wine - White, Colubia Cresh #(3572270474512358);$126.90;11/23/2022
Muskox - French Rack #(3567508288007462);$196.53;12/3/2022
Towel Dispenser #(676231168801672745);$62.32;12/18/2022
Wine - Sicilia Igt Nero Avola #(3583872103840626);$61.15;1/4/2023
Truffle Shells - Semi - Sweet #(6761024330322165501);$63.18;3/17/2023
Wine - White, Ej #(4936293856676685508);$109.57;12/26/2022
Potatoes - Idaho 80 Count #(5602249846478372);$133.57;3/5/2023
Edible Flower - Mixed #(372301515504019);$27.68;2/19/2023
Pastry - Chocolate Chip Muffin #(36967330384437);$157.30;1/25/2023
Lettuce - Radicchio #(5007664772890161);$128.24;2/5/2023
Canadian Emmenthal #();$170.66;
Pork - Shoulder #(6759775029461348614);$174.52;12/23/2022
Lamb - Sausage Casings #(3539953267824161);$84.26;11/24/2022
Placemat - Scallop, White #();$123.98;2/21/2023
Appetizer - Lobster Phyllo Roll #(3550502061557339);$164.12;1/6/2023
Buffalo - Striploin #(4026609128658333);$19.74;1/28/2023
Pie Pecan #(493601319506741630);$44.23;3/10/2023
Crush - Orange, 355ml #(6304379793936186);$24.58;11/26/2022
Pork - Bacon, Sliced #(5535828374659149);$172.45;3/17/2023
Versatainer Nc - 888 #(❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙);$47.74;12/17/2022
Dried Figs #(NULL);$57.68;3/5/2023
Dome Lid Clear P92008h #(5602227834991978);$159.82;12/13/2022
Ecolab - Ster Bac #(675946881627355802);$147.39;2/24/2023
Cranberry Foccacia #(3530168610529768);$109.83;1/2/2023
Beef - Ox Tail, Frozen #(3568194968865914);$197.18;1/15/2023
Bread - Dark Rye #(3530418576161456);$122.69;12/20/2022
Piping - Bags Quizna #(3572581295882584);$191.01;3/3/2023
Sobe - Lizard Fuel #(3573646761635052);$69.72;1/20/2023
Ocean Spray - Kiwi Strawberry #();$159.31;12/23/2022
Appetizer - Tarragon Chicken #(3540950538879104);$39.65;2/16/2023
Carbonated Water - Strawberry #(3586930559715432);$145.85;12/24/2022
Capon - Breast, Wing On #(3568585952197349);$62.85;3/9/2023
Irish Cream - Baileys #(3537689742876903);$53.15;2/18/2023
Truffle Shells - Semi - Sweet #(4041370696965);$56.07;2/14/2023
Chinese Foods - Chicken #(3569307127355606);$92.95;12/29/2022
Cattail Hearts #(3583450021802976);$197.95;3/11/2023
Pastry - Chocolate Chip Muffin #(36967330384437);$157.30;1/25/2023
Plastic Arrow Stir Stick #(3543998180910252);$194.69;1/28/2023
Ice Cream - Strawberry #(30090360728989);$131.75;2/3/2023
Cactus Pads #();$192.45;2/19/2023
Pepper Squash #(4405983361686389);$185.40;2/7/2023
Wine - Balbach Riverside #(63042193391687192);$30.25;3/7/2023
Absolut Citron #(3589609129648250);$12.89;
Raspberries - Frozen #(3587090510100163);$163.88;2/2/2023
Water - Perrier #(3537183992998492);$69.36;1/21/2023
Chocolate - Chips Compound #();$156.87;2/3/2023
Bread Foccacia Whole #(5602221518773240);$6.74;2/22/2023
Pomello #(3572363264085931);$86.46;3/15/2023
Star Fruit #(᠎);$132.22;
Tea - Herbal - 6 Asst #(6331104738701793);$50.89;3/17/2023
Beer - Pilsner Urquell #();$6.47;2/17/2023
"Juice - Propel Sport #(""''''""'"")";$47.30;1/29/2023
Pasta - Lasagna, Dry #(4026373913208776);$141.30;
Seedlings - Clamshell #(3537749437096140);$175.50;2/12/2023
Sugar Thermometer #(201536221857899);$13.44;1/4/2023
Pasta - Bauletti, Chicken White #(3530203798552686);$43.74;3/16/2023
Olives - Nicoise #(4913741195825630);$195.45;2/22/2023
Wine - Alsace Gewurztraminer #(3534762144984097);$169.21;1/11/2023
Cornstarch #(-1/2);$128.97;11/26/2022
Mikes Hard Lemonade #(3564029387988158);$83.30;2/27/2023
Dried Peach #(6706807609562196);$20.38;3/7/2023
Chick Peas - Dried #(3575738114863784);$138.23;12/5/2022
Jam - Strawberry, 20 Ml Jar #(6333369069704165);$136.68;12/28/2022
Tea - Lemon Scented #(3538871831369581);$145.88;
Bread Cranberry Foccacia #();$196.39;12/22/2022
;$92.97;1/18/2023
Waffle Stix #();$17.05;2/13/2023
Salmon - Atlantic, Skin On #(56022502860497412);$22.46;3/1/2023
Eggplant Oriental #(⁦test⁧);$128.84;12/31/2022
Wanton Wrap #(3582660861637818);$101.99;11/29/2022
Sunflower Seed Raw #(3565238036204037);$162.53;1/21/2023
Milk 2% 500 Ml #(3555501475860169);$156.98;1/21/2023
Banana Turning #(5438673183277602);$51.07;1/18/2023
Cookies - Englishbay Oatmeal #(3569994714384170);$139.71;1/24/2023
Pork - Bones #(4041379422433673);$121.79;12/19/2022
Grenadine #(5010122259033651);$166.81;2/28/2023
Wine - Red, Colio Cabernet #(6706495199852902);$193.89;2/4/2023
Wine - Balbach Riverside #(63042193391687192);$30.25;3/7/2023
Salt - Seasoned #(5222140977354807);$37.26;12/3/2022
Horseradish - Prepared #(4905090108881062754);$45.45;3/6/2023
Lid Coffeecup 12oz D9542b #(˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥);$35.26;1/6/2023
